sic,nice_class,term,frequency,band_label,n_marks,share
25730,9,"shoes for protection against accidents, irradiation and fire",Always,Most use this,3,0.143
25730,9,goggles for sports,Always,Most use this,3,0.143
25730,9,battery testing apparatus,Always,Most use this,3,0.143
25730,35,online retail services relating to containers for flowers,Always,Most use this,3,0.176
25730,35,retail services relating to containers for flowers,Always,Most use this,3,0.176
25730,35,retail services relating to paintbrushes,Sometimes,Some use this,2,0.118
25730,35,online retail services relating to paintbrushes,Sometimes,Some use this,2,0.118
25730,35,advertising and promotional services for tools.,Sometimes,Some use this,2,0.118
25730,35,retail services relating to stakes for plants or trees,Sometimes,Some use this,2,0.118
25730,35,online retail services relating to stakes for plants or trees,Sometimes,Some use this,2,0.118
25730,35,wholesale services in relation to carpentry and joinery tools,Sometimes,Some use this,2,0.118
25730,35,online retail services relating to trimming knives,Sometimes,Some use this,1,0.059
25730,35,online retail services relating to remote control vehicles (other than toys),Sometimes,Some use this,1,0.059
25730,35,online retail services relating to writing instruments,Sometimes,Some use this,1,0.059
25730,35,retail services relating to pots,Sometimes,Some use this,1,0.059
25730,35,retail services relating to plant stands,Sometimes,Some use this,1,0.059
25730,35,online retail services relating to graphic prints,Sometimes,Some use this,1,0.059
25730,35,online retail services relating to writing materials,Sometimes,Some use this,1,0.059
25730,35,retail services relating to planters of glass,Sometimes,Some use this,1,0.059
25730,35,online retail services relating to pouches,Sometimes,Some use this,1,0.059
25730,35,retail services relating to tools for floristry,Sometimes,Some use this,1,0.059
25730,35,online retail services relating to photographs,Sometimes,Some use this,1,0.059
25730,35,retail services relating to agricultural implements [hand-operated],Sometimes,Some use this,1,0.059
25730,35,online retail services relating to garden syringes,Sometimes,Some use this,1,0.059
25730,35,retail services relating to planting rulers,Sometimes,Some use this,1,0.059
25730,35,online retail services relating to containers for compost,Sometimes,Some use this,1,0.059
25730,35,retail services relating to repotting containers for plants,Sometimes,Some use this,1,0.059
25730,35,online retail services relating to planters of china,Sometimes,Some use this,1,0.059
25730,20,non-metal tables,Always,All use this,5,0.357
25730,20,saw benches being furniture,Always,All use this,5,0.357
25730,20,table tops,Always,All use this,5,0.357
25730,20,tables of metal,Always,All use this,5,0.357
25730,20,wood chopping block tables,Always,All use this,5,0.357
25730,20,sawhorses.,Always,All use this,5,0.357
25730,20,non-metal trestles for supporting tables,Always,All use this,5,0.357
25730,20,work benches,Always,All use this,5,0.357
25730,20,industrial work tables,Always,All use this,5,0.357
25730,20,metal bench seats,Always,All use this,5,0.357
25730,20,benches,Always,All use this,5,0.357
25730,20,benches [furniture],Always,All use this,5,0.357
25730,20,folding tables,Always,All use this,5,0.357
25730,20,work tables,Always,All use this,5,0.357
25730,20,saw benches [furniture],Always,All use this,5,0.357
25730,20,work surfaces,Always,All use this,5,0.357
25730,20,trestles for use as table supports,Always,All use this,5,0.357
25730,20,trestles [saw benches] and trestle tables (not of metal),Always,All use this,5,0.357
25730,20,sideboard tables,Always,All use this,5,0.357
25730,20,trestles [furniture],Always,All use this,5,0.357
25730,20,trestle tables,Always,All use this,5,0.357
25730,20,"saw benches [vice], not of metal, other than parts of machines",Always,All use this,5,0.357
25730,20,work surfaces in the nature of furniture,Always,All use this,5,0.357
25730,20,tables,Always,All use this,5,0.357
25730,20,"saw benches [work], other than parts of machines",Always,All use this,5,0.357
26120,9,wireless communication devices,Always,Most use this,6,0.261
26120,9,electronic communications apparatus,Always,Most use this,6,0.261
26120,9,wireless headsets for use with mobile telephones,Always,Most use this,5,0.217
26120,9,devices for hands-free use of mobile phones,Always,Most use this,5,0.217
26120,9,application software for wireless devices,Always,Most use this,5,0.217
26120,9,wireless speaker microphones,Always,Most use this,5,0.217
26120,9,computer hardware modules for use in internet of things electronic devices,Always,Most use this,5,0.217
26120,9,wireless headphones,Always,Most use this,5,0.217
26120,9,wireless switches,Always,Most use this,5,0.217
26120,9,wireless headsets for tablet computers,Always,Most use this,5,0.217
26120,9,hands-free headsets for cell phones,Always,Most use this,5,0.217
26120,9,gyro sensors using gps functions,Always,Most use this,5,0.217
26120,9,usb adapters,Always,Most use this,5,0.217
26120,9,internet of things [iot] sensors,Always,Most use this,5,0.217
26120,9,wireless communication devices for the transmission of multimedia content,Always,Most use this,5,0.217
26120,9,wireless computer mice,Always,Most use this,5,0.217
26120,9,wireless routers,Always,Most use this,5,0.217
26120,9,firmware for computer peripherals,Always,Most use this,5,0.217
26120,9,electronic circuits,Always,Most use this,5,0.217
26120,9,electrical circuit components,Always,Most use this,5,0.217
26120,9,wireless audio speakers,Always,Most use this,5,0.217
26120,9,wireless computer peripherals,Always,Most use this,5,0.217
26120,9,wireless headsets for cellphones,Always,Most use this,5,0.217
26120,9,wireless receivers,Always,Most use this,5,0.217
26120,9,firmware and device drivers,Always,Most use this,5,0.217
26120,35,television advertising,Always,All use this,3,0.3
26120,35,electronic billboard advertising,Always,All use this,3,0.3
26120,35,newspaper advertising,Always,All use this,3,0.3
26120,35,advertising copywriting,Always,All use this,3,0.3
26120,35,magazine advertising,Always,All use this,3,0.3
26120,35,radio advertising,Always,All use this,3,0.3
26120,35,merchandising,Always,All use this,3,0.3
26120,35,promotional marketing.,Always,All use this,3,0.3
26120,35,advertising and marketing,Always,All use this,3,0.3
26120,35,banner advertising,Always,All use this,3,0.3
26120,35,advertising,Always,All use this,3,0.3
26120,35,exhibitions for commercial or advertising purposes,Always,All use this,3,0.3
26120,35,publicity and advertising,Always,All use this,3,0.3
26120,35,promotion [advertising] of business,Always,All use this,3,0.3
26120,35,recruitment advertising,Always,All use this,3,0.3
26120,35,hire of advertising billboards,Always,All use this,3,0.3
26120,35,online advertising,Always,All use this,3,0.3
26120,35,product merchandising,Always,All use this,3,0.3
26120,35,on-line advertising,Always,Most use this,2,0.2
26120,35,merchandizing.,Always,Most use this,2,0.2
26120,35,online advertising services,Sometimes,Some use this,1,0.1
26120,35,retail services relating to automobile accessories.,Sometimes,Some use this,1,0.1
26120,35,promoting the sale of fashion goods through promotional articles in magazines,Sometimes,Some use this,1,0.1
26120,35,online retail store services relating to clothing,Sometimes,Some use this,1,0.1
26120,35,online retail store services in relation to clothing,Sometimes,Some use this,1,0.1
25990,6,transportable buildings of metal,Sometimes,Some use this,22,0.101
25990,6,parts and fittings for all the aforesaid goods.,Sometimes,Some use this,22,0.101
25990,6,common metals and their alloys,Sometimes,Some use this,19,0.087
25990,6,pipes and tubes of metal,Sometimes,Some use this,18,0.083
25990,6,non-electric cables and wires of common metal,Sometimes,Some use this,17,0.078
25990,6,metal building materials,Sometimes,Some use this,17,0.078
25990,6,safes,Sometimes,Some use this,16,0.073
25990,6,materials of metal for railway tracks,Sometimes,Some use this,15,0.069
25990,6,cladding panels of metal for wall construction,Sometimes,Some use this,15,0.069
25990,6,metal roofing panels,Sometimes,Some use this,14,0.064
25990,6,"ironmongery, small items of metal hardware",Sometimes,Some use this,12,0.055
25990,6,metal materials for building and construction,Sometimes,Some use this,10,0.046
25990,6,connecting flanges,Sometimes,Some use this,10,0.046
25990,6,wall claddings of metal for building,Sometimes,Some use this,9,0.041
25990,6,steel,Sometimes,Some use this,9,0.041
25990,6,door fittings of metal,Sometimes,Some use this,9,0.041
25990,6,small items of metal hardware,Sometimes,Some use this,9,0.041
25990,6,structures and transportable buildings of metal,Sometimes,Some use this,9,0.041
25990,6,roof materials of metal,Sometimes,Some use this,9,0.041
25990,6,ores,Sometimes,A few have this,8,0.037
25990,6,cabinet fittings of common metal,Sometimes,A few have this,8,0.037
25990,6,steel frames for building,Sometimes,A few have this,8,0.037
25990,6,metal hardware,Sometimes,A few have this,8,0.037
25990,6,metallic windows and doors,Sometimes,A few have this,8,0.037
25990,6,metal wall claddings,Sometimes,A few have this,7,0.032
25990,37,building construction,Sometimes,Some use this,9,0.111
25990,37,installation of formwork for concrete,Sometimes,Some use this,5,0.062
25990,37,construction services,Sometimes,Some use this,5,0.062
25990,37,construction of floors,Sometimes,Some use this,5,0.062
25990,37,spray painting of metals,Sometimes,Some use this,5,0.062
25990,37,civil construction services,Sometimes,Some use this,4,0.049
25990,37,civil engineering construction,Sometimes,Some use this,4,0.049
25990,37,building project management services,Sometimes,Some use this,4,0.049
25990,37,"building, construction and demolition",Sometimes,Some use this,4,0.049
25990,37,construction of curtain walls,Sometimes,Some use this,4,0.049
25990,37,civil infrastructure construction,Sometimes,Some use this,4,0.049
25990,37,installation of concreting formwork,Sometimes,Some use this,4,0.049
25990,37,installation of doors,Sometimes,Some use this,4,0.049
25990,37,construction consultancy,Sometimes,A few have this,3,0.037
25990,37,interior refurbishment of buildings,Sometimes,A few have this,3,0.037
25990,37,refurbishment of architectural surfaces using architectural wraps,Sometimes,A few have this,3,0.037
25990,37,construction,Sometimes,A few have this,3,0.037
25990,37,installation of window films,Sometimes,A few have this,3,0.037
25990,37,welding of steel structures for constructional purposes,Sometimes,A few have this,3,0.037
25990,37,welding for repair purposes,Sometimes,A few have this,3,0.037
25990,37,glazing of windows,Sometimes,A few have this,3,0.037
25990,37,construction of civil engineering structures by laying concrete,Sometimes,A few have this,3,0.037
25990,37,installation of ceiling coverings,Sometimes,A few have this,3,0.037
25990,37,coating [painting] services,Sometimes,A few have this,3,0.037
25990,37,"machinery installation, maintenance and repair",Sometimes,A few have this,3,0.037
25990,7,parts and fittings for all the aforesaid goods.,Always,Most use this,13,0.155
25990,7,automated shuttle systems for pallet transportation and storage in warehouses,Always,Most use this,12,0.143
25990,7,valves,Always,Most use this,12,0.143
25990,7,robotic pallet shuttles for optimising warehouse logistics,Always,Most use this,12,0.143
