sic,nice_class,heading,frequency,band_label,n_marks,share,sic_total_marks
45200,36,"Financial, monetary and banking services; insurance services; real estate affairs.",Sometimes,A few have this,37,0.094,392
45200,40,Treatment of materials; recycling of waste and trash; air purification and treatment of water; printing services; food and drink preservation.,Sometimes,A few have this,29,0.074,392
45200,41,Education; providing of training; entertainment; sporting and cultural activities.,Sometimes,A few have this,27,0.069,392
45200,25,"Clothing, footwear, headwear.",Sometimes,A few have this,22,0.056,392
43910,37,"Construction services; installation and repair services; mining extraction, oil and gas drilling.",Always,Most use this,72,0.713,101
43910,19,"Materials, not of metal, for building and construction; rigid pipes, not of metal, for building; asphalt, pitch, tar and bitumen; transportable buildings, not of metal; monuments, not of metal.",Sometimes,Some use this,35,0.347,101
43910,6,"Common metals and their alloys, ores; metal materials for building and construction; transportable buildings of metal; non-electric cables and wires of common metal; small items of metal hardware; metal containers for storage or transport; safes.",Sometimes,Some use this,19,0.188,101
43910,17,"Unprocessed and semi-processed rubber, gutta-percha, gum, asbestos, mica and substitutes for all these materials; plastics and resins in extruded form for use in manufacture; packing, stopping and insulating materials; flexible pipes, tubes and hoses, not of metal.",Sometimes,Some use this,17,0.168,101
43910,9,"Scientific, research, navigation, surveying, photographic, cinematographic, audiovisual, optical, weighing, measuring, signalling, detecting, testing, inspecting, life-saving and teaching apparatus and instruments; apparatus and instruments for conducting, switching, transforming, accumulating, regulating or controlling the distribution or use of electricity; apparatus and instruments for recording, transmitting, reproducing or processing sound, images or data; recorded and downloadable media, computer software, blank digital or analogue recording and storage media; mechanisms for coin-operated apparatus; cash registers, calculating devices; computers and computer peripheral devices; diving suits, divers' masks, ear plugs for divers, nose clips for divers and swimmers, gloves for divers, breathing apparatus for underwater swimming; fire-extinguishing apparatus.",Sometimes,A few have this,12,0.119,101
43910,42,"Scientific and technological services and research and design relating thereto; industrial analysis, industrial research and industrial design services; quality control and authentication services; design and development of computer hardware and software.",Sometimes,A few have this,11,0.109,101
43910,1,"Chemicals for use in industry, science and photography, as well as in agriculture, horticulture and forestry; unprocessed artificial resins, unprocessed plastics; fire extinguishing and fire prevention compositions; tempering and soldering preparations; substances for tanning animal skins and hides; adhesives for use in industry; putties and other paste fillers; compost, manures, fertilizers; biological preparations for use in industry and science.",Sometimes,A few have this,9,0.089,101
43910,35,"Advertising; business management, business administration and consultancy, office functions.",Sometimes,A few have this,8,0.079,101
47110,35,"Advertising; business management, business administration and consultancy, office functions.",Sometimes,Some use this,252,0.318,793
47110,30,"Coffee, tea, cocoa and artificial coffee; rice, pasta and noodles; tapioca and sago; flour and preparations made from cereals; bread, pastries and confectionery; chocolate; ice cream, sorbets and other edible ices; sugar, honey, treacle; yeast, baking-powder; salt, seasonings, spices, preserved herbs; vinegar, sauces and other condiments; ice (frozen water).",Sometimes,Some use this,244,0.308,793
47110,29,"Meat, fish, poultry and game; meat extracts; preserved, frozen, dried and cooked fruits and vegetables; jellies, jams, compotes; eggs; milk, cheese, butter, yogurt and other milk products; oils and fats for food.",Sometimes,Some use this,179,0.226,793
47110,32,Beers; non-alcoholic beverages; mineral and aerated waters; fruit beverages and fruit juices; syrups and other non-alcoholic preparations for making beverages.,Sometimes,Some use this,130,0.164,793
47110,43,Services for providing food and drink; temporary accommodation.,Sometimes,Some use this,121,0.153,793
47110,33,"Alcoholic beverages, except beers; alcoholic preparations for making beverages.",Sometimes,A few have this,106,0.134,793
